"salesorderkey","orderdate","customerkey","customerfirstname","customerlastname","customeraddress","customercity","cusotmerstate","customerzipcode","customercountry","socialmedia","totalsale","currencykey"
"1220227200000-2598304","2008-09-01T12:49:00Z","1185753600000-163","May","Hatfield","1086 Sit Avenue","Naperville","IL","80954","USA","kebarvid","5449.14","1"
"1264896000000-43335470","2010-01-31T15:15:00Z","1156204800000-724","Madeline","Perez","700-3065 Risus Rd.","Harrisburg","PA","13066","USA","bertilssonsarah","6449.15","1"
"1142121600000-138318909","2006-03-12T02:27:00Z","1144454400000-321","Giacomo","Rodgers","4683 Aliquam Av.","Gary","IN","67956","USA","amanda88715","3655.83","1"
"1220227200000-29322881","2008-09-01T12:40:00Z","1234483200000-418","Steel","Harris","442 Eget Rd.","Indianapolis","IN","15483","USA","MimikPrenses","4393.49","1"
"1406073600000-40657103","2014-07-23T17:44:00Z","1107129600000-692","Zorita","Crane","Ap #996-3531 Quis Road","Chesapeake","VA","72034","USA","svenssssonn","5821.65","1"
"1306972800000-190644063","2011-06-02T22:44:00Z","1167609600000-334","Ali","Paul","9211 Vulputate Av.","Columbia","MD","57002","USA","narjinalbayan","6501.07","1"
"1403136000000-56005452","2014-06-19T06:38:00Z","1154822400000-638","Baxter","Spence","Ap #471-2320 Mauris St.","Rock Springs","WY","76780","USA","kewlbin","9340.54","1"
"1262649600000-254003240","2010-01-05T15:20:00Z","1222560000000-268","Jasmine","Pheng","114 Bright Berry Esp","Orange","NJ","7051","USA","gazzer82","6975.11","1"
"1148947200000-23437624","2006-05-30T02:19:00Z","1306195200000-488","Uriah","Hayden","P.O. Box 383 8086 Lorem St.","Gary","IN","50443","USA","WY_Noticias_mx","7418.73","1"
"1178323200000-95638892","2007-05-05T03:59:00Z","1200787200000-30","Josephine","Knight","Ap #187-3245 Neque Street","Pike Creek","DE","54666","USA","tyfn_aydogan","7407.35","1"
"1366848000000-206306455","2013-04-25T02:39:00Z","1169942400000-222","Fleur","Bond","Ap #973-3152 At Ave","Oklahoma City","OK","93800","USA","phillefilur","8518.31","1"
"1226016000000-163153087","2008-11-07T18:55:00Z","1261872000000-381","Oralie","Lazaroo","75 Cotton Butterfly Ct","Austin","TX","78710","USA","mybullfrogJobs","10222.66","1"
"1129939200000-146411602","2005-10-22T17:52:00Z","1166486400000-110","Xerxes","Pruitt","P.O. Box 463 5727 Pretium Road","Tucson","AZ","85822","USA","aracely_espino","5551.26","1"
"1147996800000-142811162","2006-05-19T15:02:00Z","1289088000000-338","Emma","Meyer","4372 Ornare. St.","Akron","OH","86198","USA","EmilyPeters5","5198.6","1"
"1141171200000-147437073","2006-03-01T13:33:00Z","1255132800000-84","Ursa","Combs","136-6978 In Rd.","Laramie","WY","28619","USA","slavik_ze","3987.08","1"
"1427155200000-43634379","2015-03-24T17:26:00Z","1116201600000-47","Jamalia","Osborne","Ap #464-3189 Integer Rd.","Jonesboro","AR","72427","USA","missamy1221","4635.29","1"
"1250467200000-135330201","2009-08-17T09:43:00Z","1290556800000-259","Elliott","Edwards","P.O. Box 442 1963 Posuere Avenue","Colchester","VT","95247","USA","LeMagAllHabs","4692.06","1"
"1203033600000-165926042","2008-02-15T10:43:00Z","1321833600000-269","Marvin","Weiss","Ap #711-2518 Proin Rd.","Norman","OK","28261","USA","1longhare","6608.16","1"
"1329868800000-232582574","2012-02-22T16:09:00Z","1184889600000-191","Jeremy","Bowen","659-8790 Integer Rd.","Phoenix","AZ","86207","USA","brian_chips","7718.22","1"
"1391990400000-103770178","2014-02-10T06:45:00Z","1292976000000-22","Brandon","Peterson","P.O. Box 296 9172 Mi Ave","Sioux City","IA","61498","USA","chunchillo","2773.41","1"
"1147996800000-201579716","2006-05-19T07:30:00Z","1293321600000-149","Frances","Reynolds","P.O. Box 607 4652 Ipsum Rd.","Mobile","AL","35645","USA","ANGRYDIVERGENTS","5579.26","1"
"1135987200000-101650007","2005-12-31T14:26:00Z","1180915200000-617","Kaye","Armstrong","6700 Risus. Avenue","Broken Arrow","OK","62378","USA","CharlestonBrian","6180.46","1"
"1341273600000-29520257","2012-07-03T13:22:00Z","1180310400000-73","Winter","Rasmussen","P.O. Box 716 6673 Sodales Road","Juneau","AK","99866","USA","Anton__EG","5837.64","1"
"1397865600000-113416623","2014-04-19T10:26:00Z","1109548800000-631","Teagan","Townsend","Ap #741-6569 Eu Av.","Grand Island","NE","93925","USA","BeccaCarlsson","7280.81","1"
"1415836800000-123162133","2014-11-13T16:35:00Z","1308441600000-258","Buffy","Olson","3678 Varius Rd.","Gulfport","MS","91503","USA","ealvarez2010","6491.19","1"
"1278720000000-74032944","2010-07-10T19:05:00Z","1129593600000-555","Yeo","Hahn","958-5727 Vehicula Road","Bellevue","WA","84316","USA","linnvem","6981.41","1"
"1251331200000-184073560","2009-08-27T20:42:00Z","1122681600000-476","Omar","Conrad","P.O. Box 999 8783 Scelerisque Av.","Toledo","OH","25047","USA","Lord_Winterfell","5566.03","1"
"1294444800000-81909161","2011-01-08T04:13:00Z","1137283200000-310","April","Nichols","Ap #467-2948 Molestie Av.","Denver","CO","82474","USA","summerendshere","6840.49","1"
"1186790400000-172237915","2007-08-11T03:08:00Z","1149033600000-600","Myra","Clemons","4744 Amet Ave","Vancouver","WA","31888","USA","LeaaCarp","7693.07","1"
"1157414400000-146714394","2006-09-05T17:34:00Z","1114560000000-371","Shelly","Salazar","805-8755 Nonummy Rd.","Montpelier","VT","34017","USA","ZloggZ","6942.33","1"
"1306454400000-30636360","2011-05-27T18:39:00Z","1160352000000-166","Anthony","Martinez","Ap #249-1784 Diam Av.","Davenport","IA","75937","USA","arcejuanjo","5424.48","1"
"1271635200000-97056610","2010-04-19T23:01:00Z","1135468800000-303","Myra","Hammond","P.O. Box 976 8256 Vivamus Street","Bloomington","MN","16421","USA","WinCter","5458.92","1"
"1148947200000-157958490","2006-05-30T19:10:00Z","1222905600000-560","Maxwell","Ferrell","P.O. Box 976 8256 Vivamus Street","Bloomington","MN","16421","USA","WinCter","6422.93","1"
"1246320000000-84814242","2009-06-30T03:54:00Z","1285545600000-447","Robert","Summers","Ap #570-6944 Id Av.","Montgomery","AL","35767","USA","clh663","8327.73","1"
"1238803200000-74741479","2009-04-04T06:18:00Z","1196035200000-45","Andrew","Stark","9718 Dictum Street","Lakewood","CO","50618","USA","issyf9","3657.83","1"
"1204329600000-200141795","2008-03-01T19:20:00Z","1123891200000-274","Phyllis","Ghignet","145 1st Berry St","Burlington","NC","27215","USA","runsammrun","5601.97","1"
"1251331200000-141937937","2009-08-27T03:56:00Z","1191542400000-284","Erin","Dalton","4598 Curae; Street","Hattiesburg","MS","79602","USA","sarahewebb","7473.59","1"
"1132790400000-116830948","2005-11-24T22:09:00Z","1111795200000-100","Mark","Tucker","259-6000 Non Rd.","Paradise","NV","74647","USA","EnsYcel","8749.72","1"
"1359331200000-211026400","2013-01-28T13:20:00Z","1182470400000-559","Ayanna","Osborne","P.O. Box 283 2392 Pellentesque Ave","Knoxville","TN","85816","USA","allahlesskadin","5914","1"
"1267401600000-87691478","2010-03-01T04:31:00Z","1212451200000-410","Wylie","Bartlett","P.O. Box 619 341 Sagittis. St.","Portland","ME","87633","USA","Leawyo__Wiuszo","6907.52","1"
"1246320000000-200344930","2009-06-30T20:21:00Z","1149552000000-351","Gisela","Stanton","P.O. Box 447 5082 Auctor Rd.","South Portland","ME","27006","USA","manivel_karthi","6620.19","1"
"1147996800000-84062411","2006-05-19T13:17:00Z","1123372800000-393","Macey","Stokes","Ap #582-9435 Tempor Road","Des Moines","IA","62724","USA","mauroivan2","4926.51","1"
"1346716800000-240738678","2012-09-04T07:42:00Z","1110844800000-398","Ray","Mendez","5029 Et Av.","Chicago","IL","58369","USA","LeoCgnt","6324.95","1"
"1168387200000-71623410","2007-01-10T21:02:00Z","1287964800000-511","Hyacinth","Robertson","Ap #262-1870 Tristique Av.","Essex","VT","19550","USA","JP_Andersson","7733.94","1"
"1371600000000-140852344","2013-06-19T19:45:00Z","1128729600000-384","Kamal","Woodward","653 Velit. Street","Athens","GA","71555","USA","Chiaj5","5468.53","1"
"1250467200000-92627934","2009-08-17T10:31:00Z","1159056000000-696","Lewis","Jarvis","P.O. Box 253 2159 Ridiculus Av.","Gaithersburg","MD","41972","USA","selvinb58","5408","1"
"1150416000000-64490205","2006-06-16T06:08:00Z","1320451200000-413","Clementine","Cohen","769-8336 Ullamcorper. Road","Lexington","KY","89159","USA","Tay_caldwell","3447.23","1"
"1364515200000-247042051","2013-03-29T04:02:00Z","1254960000000-298","Hillary","Wooten","Ap #467-1955 Massa. Street","Fairbanks","AK","99663","USA","PabloDa53333371","8872.97","1"
"1178323200000-87735681","2007-05-05T12:57:00Z","1272931200000-498","Tobias","Dennis","P.O. Box 735 6266 Sagittis Street","Wilmington","DE","47085","USA","LizettePetersso","5489.31","1"
"1332115200000-48322709","2012-03-19T03:02:00Z","1309305600000-290","Desiree","Valentine","562-8381 Metus St.","Birmingham","AL","35033","USA","InfoDealzz","4007.64","1"
"1232841600000-177562156","2009-01-25T15:12:00Z","1149120000000-509","Anthony","Bates","Ap #230-6463 Non Av.","Chandler","AZ","86198","USA","jaureparadise","6614.79","1"
"1232841600000-48015306","2009-01-25T03:31:00Z","1318550400000-359","Sierra","Bridges","P.O. Box 908 2071 Elit. Rd.","Saint Paul","MN","73409","USA","barinkayaoglu","5616.31","1"
"1384128000000-202989057","2013-11-11T14:46:00Z","1168473600000-156","Hedley","Foster","724 Vitae Rd.","College","AK","99550","USA","smeraldi81","4825.78","1"
"1115683200000-71366701","2005-05-10T16:03:00Z","1232150400000-150","Rhonda","Valentine","171-4782 Sed St.","Rockford","IL","45596","USA","davenoble1","4677.34","1"
"1383782400000-69125739","2013-11-07T20:01:00Z","1223078400000-409","Sydnee","Newton","761-9979 Urna. Rd.","Austin","TX","22430","USA","rajababu2k7","5668.51","1"
"1397865600000-182472151","2014-04-19T23:36:00Z","1199318400000-377","Quynn","Kerr","318-5093 Donec Road","Hillsboro","OR","91220","USA","nollsjufemfem","5592.52","1"
"1285286400000-118260640","2010-09-24T05:18:00Z","1380067200000-305","Jenna","Erickson","124 Crystal Autumn Rd","Albany","GA","31706","USA","Sheupe","6263.16","1"
"1178323200000-38412568","2007-05-05T03:52:00Z","1127174400000-469","Malik","Bush","Ap #623-1453 Etiam Rd.","Milwaukee","WI","87033","USA","evreneagle","6178.34","1"
"1186790400000-71159680","2007-08-11T03:10:00Z","1176768000000-342","Fay","Norton","Ap #797-3163 Magna. Rd.","Springdale","AR","72630","USA","mylhaneg","7610.34","1"
"1178323200000-197921419","2007-05-05T04:44:00Z","1158192000000-350","Ebony","Valenzuela","3863 Nibh. St.","Sandy","UT","46573","USA","prettylouismile","7536.13","1"
"1168387200000-176584232","2007-01-10T14:20:00Z","1149292800000-528","Rudyard","Rush","636-7283 Egestas St.","Baltimore","MD","17000","USA","19Tgcep05","6446.74","1"
"1137801600000-122733266","2006-01-21T07:52:00Z","1355184000000-111","Cathleen","Ratliff","1983 Mi. Street","Baltimore","MD","29229","USA","Snaljapen","5613.94","1"
"1271635200000-85750327","2010-04-19T12:08:00Z","1138579200000-174","Alexis","David","967-2555 Enim. Av.","Frankfort","KY","49385","USA","oztekozge","8252.3","1"
"1217808000000-137543431","2008-08-04T17:54:00Z","1232409600000-105","Martha","Harper","P.O. Box 317 8405 Porttitor St.","Hillsboro","OR","42458","USA","ejtorstensson","5781.04","1"
"1186790400000-84945995","2007-08-11T04:10:00Z","1152835200000-608","Galena","Norman","P.O. Box 688 8059 Lorem Rd.","Boise","ID","57026","USA","BursaliBekir","4704.92","1"
"1141171200000-56721009","2006-03-01T18:58:00Z","1225843200000-261","Brady","Baxter","Ap #570-6944 Id Av.","Montgomery","AL","35767","USA","clh663","5848.66","1"
"1124409600000-86251259","2005-08-19T07:56:00Z","1106956800000-726","Henry","Gay","4005 Senectus Ave","Sacramento","CA","92701","USA","ducdesign07","3664.58","1"
"1150416000000-196573816","2006-06-16T14:54:00Z","1144627200000-49","Hashim","Case","3529 Mattis Rd.","North Las Vegas","NV","85164","USA","_cdmc","5565.86","1"
"1366848000000-42657120","2013-04-25T14:49:00Z","1122854400000-164","Cairo","Matthews","3241 Varius Avenue","Paradise","NV","46855","USA","mariapazbk","4890","1"
"1132790400000-144514859","2005-11-24T14:47:00Z","1129075200000-476","Ori","Walek","44 Cinder Apple Pde","Indianapolis","IN","46206","USA","jyowms","4302.76","1"
"1129680000000-196332052","2005-10-19T06:06:00Z","1173139200000-399","Xanthus","Dotson","Ap #753-7700 At Rd.","Butte","MT","58610","USA","AndresValenzia","6008.5","1"
"1435190400000-236054785","2015-06-25T21:20:00Z","1161216000000-187","Chastity","Forbes","P.O. Box 284 9702 Sed Av.","Vancouver","WA","75054","USA","LilianLandstrom","3970.69","1"
"1366848000000-74461267","2013-04-25T18:52:00Z","1194912000000-188","Amy","Patterson","4088 Praesent Road","Augusta","GA","77905","USA","slswami","6247.91","1"
"1391644800000-104559772","2014-02-06T04:53:00Z","1224720000000-71","Stephen","Valenzuela","Ap #709-6893 Odio Ave","Springfield","MO","18042","USA","renne_coleman","7542.37","1"
"1393891200000-151512903","2014-03-04T19:54:00Z","1112313600000-517","Eric","Lindsay","35 Dusty Bear Pde","Albany","NY","12212","USA","hacaines","7091.12","1"
"1234569600000-26419991","2009-02-14T20:00:00Z","1135209600000-156","Hollee","Peck","Ap #781-4331 Ut Rd.","Detroit","MI","50046","USA","aLotOFCloutOnME","5972.1","1"
"1272672000000-31974391","2010-05-01T04:37:00Z","1296777600000-227","Hayley","Conley","Ap #867-7444 Aliquet. Rd.","Huntsville","AL","35229","USA","SakarSakir01","2272.48","1"
"1212537600000-100505577","2008-06-04T03:34:00Z","1111276800000-223","Bert","Zimmerman","168-8074 Mattis. Rd.","Des Moines","IA","50257","USA","KidFresh318","5491.98","1"
"1129680000000-82101575","2005-10-19T22:34:00Z","1206921600000-185","Ezekiel","Strong","922-1635 Penatibus Street","Fort Collins","CO","23320","USA","Ellis4Jonas","4454.09","1"
"1124409600000-51439196","2005-08-19T04:27:00Z","1115424000000-487","Amaya","Leblanc","648-3783 Sed Avenue","Lexington","KY","42300","USA","floridarussian","7263.51","1"
"1135987200000-21829625","2005-12-31T03:58:00Z","1158537600000-615","Yardley","Wade","Ap #132-5280 Libero. Ave","Norfolk","VA","19257","USA","shkodinad","7237.91","1"
"1353974400000-297947346","2012-11-27T13:45:00Z","1148774400000-409","Chelsea","Walker","Ap #459-4951 Id Road","Norman","OK","56288","USA","paynostituta","6623.53","1"
"1234569600000-171543894","2009-02-14T12:37:00Z","1260316800000-587","Audra","Carey","9634 A Ave","Cheyenne","WY","25509","USA","sagalithomas","6777.94","1"
"1353974400000-253003528","2012-11-27T14:37:00Z","1109462400000-214","Karina","Mason","395-6829 Nisi St.","West Valley City","UT","12927","USA","Galaxyebay","8645.5","1"
"1150243200000-240043215","2006-06-14T01:44:00Z","1255737600000-389","Debra","Harvey","Ap #521-2901 Integer Rd.","Rock Springs","WY","16412","USA","marcusosterberg","6043.37","1"
"1319241600000-59506491","2011-10-22T23:12:00Z","1256688000000-176","Ronan","Simpson","1977 Velit Rd.","Kearney","NE","99661","USA","bmrforr","8153.79","1"
"1264291200000-25078390","2010-01-24T11:51:00Z","1338940800000-482","Vance","Levy","P.O. Box 755 9496 Elit. Street","Bangor","ME","71557","USA","Linus_Hakansson","5620.77","1"
"1332288000000-53670802","2012-03-21T13:05:00Z","1310947200000-411","Lee","Moon","552-7785 Egestas. St.","Denver","CO","10687","USA","longhairdd196","6243.46","1"
"1217808000000-212806434","2008-08-04T18:21:00Z","1179705600000-558","Myra","Hancock","Ap #741-4260 Vel Rd.","Lafayette","LA","64894","USA","Luke__540","8117.91","1"
"1405209600000-122596274","2014-07-13T17:19:00Z","1117238400000-506","Cheyenne","Banks","1749 Tellus Avenue","Madison","WI","95343","USA","cathsti317","9171.98","1"
"1203033600000-99140460","2008-02-15T05:13:00Z","1247443200000-306","Amanda","Wright","Ap #641-6144 Eget Avenue","Tuscaloosa","AL","36743","USA","muratmeseli","5987.84","1"
"1345766400000-196881660","2012-08-24T19:44:00Z","1285459200000-572","Hope","Moody","437-2715 Nullam Street","Madison","WI","66644","USA","_niler","7539.98","1"
"1336694400000-102925958","2012-05-11T09:30:00Z","1121040000000-18","Wing","Pacheco","P.O. Box 931 8822 Tristique Road","Montpelier","VT","94378","USA","Oldlady12345","5620.02","1"
"1409875200000-30761033","2014-09-05T08:50:00Z","1232928000000-209","Leroy","Albert","1180 Curabitur Ave","Springfield","IL","78399","USA","DrBlitz","8129.97","1"
"1238803200000-31451815","2009-04-04T08:35:00Z","1173657600000-447","Rose","Small","635 A St.","Pittsburgh","PA","26500","USA","iamsofxncy","8965.15","1"
"1160265600000-236028179","2006-10-08T01:33:00Z","1137542400000-339","Autumn","Thompson","P.O. Box 731 6713 Pede St.","Tucson","AZ","86960","USA","afroditeedreflo","3256.06","1"
"1260662400000-73730908","2009-12-13T15:17:00Z","1120176000000-626","Heidi","Cannon","4979 Ultrices Rd.","Olathe","KS","31475","USA","FerchoGalo","9312.74","1"
"1267401600000-130835334","2010-03-01T23:52:00Z","1216080000000-184","Shana","Crane","545-6186 Phasellus St.","Cedar Rapids","IA","15277","USA","JeremyHolmberg","5791.78","1"
"1184889600000-206551292","2007-07-20T03:37:00Z","1321660800000-469","Judith","Cross","Ap #754-4884 Justo St.","New Haven","CT","71273","USA","inazli43","4548.1","1"
"1174089600000-212013546","2007-03-17T02:01:00Z","1346803200000-501","Tamara","Castillo","9456 Rhoncus. Avenue","Kapolei","HI","24276","USA","limboxyz","6117.28","1"
"1124409600000-140326961","2005-08-19T05:59:00Z","1223337600000-457","Harlan","Rasmussen","413-8558 Risus. Street","Flint","MI","54512","USA","Fatmaabdyy","5701.47","1"
"1342137600000-241624189","2012-07-13T20:03:00Z","1135296000000-550","Baker","Williamson","817-212 Sed St.","Lowell","MA","31084","USA","elsanystrom","6426.9","1"
"1141430400000-134673006","2006-03-04T07:50:00Z","1288051200000-417","Camden","Morris","P.O. Box 899 9443 Dapibus Rd.","Paradise","NV","32037","USA","karbo12","6917.7","1"
"1359331200000-5151260","2013-01-28T11:45:00Z","1174608000000-659","Ava","Boyer","P.O. Box 409 2169 Rutrum St.","Denver","CO","99659","USA","quizzygang","5144.73","1"
"1238803200000-222195166","2009-04-04T23:34:00Z","1203724800000-207","Mikayla","Rivas","Ap #398-1097 Semper St.","Lewiston","ME","74323","USA","EvaOlofsson2","5843.11","1"
"1234569600000-180857668","2009-02-14T01:45:00Z","1161216000000-559","Dacey","Lester","P.O. Box 220 3849 Diam. Rd.","Salem","OR","89730","USA","Hiunlu__Daawtu","8359.94","1"
"1178323200000-75444070","2007-05-05T07:04:00Z","1255478400000-298","Erich","Bailey","4814 Mus. Street","Rockford","IL","98366","USA","Viralhoroskop","5781.47","1"
"1234569600000-144714679","2009-02-14T18:40:00Z","1111968000000-186","Blair","Mcfadden","491 Egestas Rd.","Colchester","VT","60954","USA","GunnarssonCalle","2971.62","1"
"1341619200000-10492414","2012-07-07T06:18:00Z","1216598400000-372","Isabelle","Rosales","426-4708 Eget Rd.","Tucson","AZ","85328","USA","Alex_W_Price","9074.56","1"
"1211760000000-193818178","2008-05-26T06:02:00Z","1128297600000-105","Blaine","Macias","875-9809 Non St.","New Orleans","LA","70679","USA","BolinLinus","5889.68","1"
